genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_002286215.1,PRJNA340059,ASM228621v1,Complete Genome,na,SAMN05631052,2017-09-05,GCA_002286215.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_002286215.1,,yes,major,acidophilus,LA1,Korea Food Research Institute,1579
GCF_000786395.1,PRJNA263693,ASM78639v1,Contig,na,SAMN03105773,2014-11-24,GCA_000786395.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_000786395.1,,yes,major,acidophilus,ATCC 4356,Facultad Ciencias Exactas y Naturales-UBA,1579
GCF_001868765.1,PRJNA218564,ASM186876v1,Scaffold,na,SAMN05949236,2016-11-07,GCA_001868765.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_001868765.1,,yes,major,acidophilus,KLDS 1.0901,"key lab of dairy science, ministry of education, northeast agriculture university",1579
GCF_002914945.1,PRJNA388854,ASM291494v1,Contig,na,SAMN07187785,2018-02-02,GCA_002914945.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_002914945.1,,yes,major,acidophilus,LMG P-21904,CDI investments,1579
GCF_017009725.1,PRJNA613973,ASM1700972v1,Contig,na,SAMN14422845,2021-02-26,GCA_017009725.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009725.1,,yes,major,acidophilus,LA1063,Food Industry Research and Development Institute,1579
GCF_017009715.1,PRJNA613347,ASM1700971v1,Contig,na,SAMN14401351,2021-02-26,GCA_017009715.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009715.1,,yes,major,acidophilus,La-5,Food Industry Research and Development Institute,1579
GCF_017009515.1,PRJNA612162,ASM1700951v1,Contig,na,SAMN14363925,2021-02-26,GCA_017009515.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009515.1,,yes,major,acidophilus,BCRC 14065,Food Industry Research and Development Institute,1579
GCF_017009605.1,PRJNA612394,ASM1700960v1,Contig,na,SAMN14371312,2021-02-26,GCA_017009605.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009605.1,,yes,major,acidophilus,BCRC 16099,Food Industry Research and Development Institute,1579
GCF_017009595.1,PRJNA612399,ASM1700959v1,Contig,na,SAMN14371317,2021-02-26,GCA_017009595.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009595.1,,yes,major,acidophilus,BCRC 17008,Food Industry Research and Development Institute,1579
GCF_003061965.1,PRJNA336518,ASM306196v1,Contig,na,SAMN05583782,2018-04-14,GCA_003061965.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061965.1,,yes,major,acidophilus,DS13_1A,USFDA,1579
GCF_003053135.1,PRJNA336518,ASM305313v1,Contig,na,SAMN06464090,2018-04-17,GCA_003053135.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003053135.1,,yes,major,acidophilus,DS24_1,USFDA,1579
GCF_003062025.1,PRJNA336518,ASM306202v1,Contig,na,SAMN05583779,2018-04-14,GCA_003062025.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003062025.1,,yes,major,acidophilus,DS11_1A,USFDA,1579
GCF_003062045.1,PRJNA336518,ASM306204v1,Contig,na,SAMN05583775,2018-04-14,GCA_003062045.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003062045.1,,yes,major,acidophilus,DS1_1A,USFDA,1579
GCF_002406675.1,PRJNA407882,ASM240667v1,Contig,na,SAMN07665576,2017-10-01,GCA_002406675.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_002406675.1,,yes,major,acidophilus,P2,McGill University,1579
GCF_003061905.1,PRJNA336518,ASM306190v1,Contig,na,SAMN05583783,2018-04-14,GCA_003061905.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061905.1,,yes,major,acidophilus,DS13_1B,USFDA,1579
GCF_017009695.1,PRJNA612405,ASM1700969v1,Contig,na,SAMN14371424,2021-02-26,GCA_017009695.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009695.1,,yes,major,acidophilus,BCRC 80064,Food Industry Research and Development Institute,1579
GCF_017009655.1,PRJNA612401,ASM1700965v1,Contig,na,SAMN14371318,2021-02-26,GCA_017009655.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009655.1,,yes,major,acidophilus,BCRC 17481,Food Industry Research and Development Institute,1579
GCF_003061925.1,PRJNA336518,ASM306192v1,Contig,na,SAMN05583792,2018-04-14,GCA_003061925.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061925.1,,yes,major,acidophilus,DS9_1A,USFDA,1579
GCF_003061985.1,PRJNA336518,ASM306198v1,Contig,na,SAMN05583788,2018-04-14,GCA_003061985.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061985.1,,yes,major,acidophilus,DS5_1A,USFDA,1579
GCF_017009485.1,PRJNA612160,ASM1700948v1,Contig,na,SAMN14363914,2021-02-26,GCA_017009485.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009485.1,,yes,major,acidophilus,BCRC 12255,Food Industry Research and Development Institute,1579
GCF_017009475.1,PRJNA612163,ASM1700947v1,Contig,na,SAMN14363926,2021-02-26,GCA_017009475.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009475.1,,yes,major,acidophilus,BCRC 14079,Food Industry Research and Development Institute,1579
GCF_003061885.1,PRJNA336518,ASM306188v1,Contig,na,SAMN06464087,2018-04-14,GCA_003061885.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061885.1,,yes,major,acidophilus,DS20_1,USFDA,1579
GCF_017009575.1,PRJNA612164,ASM1700957v1,Contig,na,SAMN14363928,2021-02-26,GCA_017009575.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017009575.1,,yes,major,acidophilus,BCRC 16092,Food Industry Research and Development Institute,1579
GCF_009741835.1,PRJNA587688,ASM974183v1,Contig,na,SAMN13198280,2019-12-11,GCA_009741835.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_009741835.1,,yes,major,acidophilus,LA_AVK2,"Kingston University London, United Kingdom",1579
GCF_013867555.1,PRJNA647640,ASM1386755v1,Scaffold,na,SAMN15579838,2020-07-28,GCA_013867555.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_013867555.1,,yes,major,acidophilus,s-4,China Center of Industrial Culture Collection,1579
GCF_009742735.1,PRJNA587652,ASM974273v1,Contig,na,SAMN13198235,2019-12-11,GCA_009742735.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_009742735.1,,yes,major,acidophilus,LA_AVK1,"Kingston University London, United Kingdom",1579
GCF_013867605.1,PRJNA647640,ASM1386760v1,Contig,na,SAMN15579847,2020-07-28,GCA_013867605.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_013867605.1,,yes,major,acidophilus,s-13,China Center of Industrial Culture Collection,1579
GCF_003641085.1,PRJNA493554,ASM364108v1,Contig,na,SAMN10136005,2018-10-07,GCA_003641085.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003641085.1,,yes,major,acidophilus,UBLA-34,Unique Biotech Limited,1579
GCF_003053245.1,PRJNA336518,ASM305324v1,Contig,na,SAMN05583778,2018-04-17,GCA_003053245.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003053245.1,,yes,major,acidophilus,DS10_1A,USFDA,1579
GCF_008868625.1,PRJNA574342,ASM886862v1,Contig,na,SAMN12856535,2019-10-07,GCA_008868625.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_008868625.1,,yes,major,acidophilus,BIO6307,Bioprox,1579
GCF_017695935.1,PRJNA590940,ASM1769593v1,Contig,na,SAMN13342918,2021-04-02,GCA_017695935.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_017695935.1,,yes,major,acidophilus,APC2845,"APC Microbiome Ireland, University College Cork",1579
GCF_003061945.1,PRJNA336518,ASM306194v1,Contig,na,SAMN05583791,2018-04-14,GCA_003061945.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003061945.1,,yes,major,acidophilus,DS8_1A,USFDA,1579
GCF_021229035.1,PRJNA787572,ASM2122903v1,Scaffold,na,SAMN23827470,2021-12-19,GCA_021229035.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_021229035.1,,yes,major,acidophilus,NBIMCC 8242 (180),"Faculty of Biology at Sofia University ""St. Kliment Ohridski""",1579
GCF_001950045.1,PRJDB5198,ASM195004v1,Scaffold,na,SAMD00064210,2016-10-08,GCA_001950045.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_001950045.1,,yes,major,acidophilus,L-55,"Division of Epigenomics and Development, Department of Molecular Genetics",1579
GCF_902386525.1,PRJEB33885,UHGG_MGYG-HGUT-02379,Scaffold,na,SAMEA5851883,2019-08-15,GCA_902386525.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_902386525.1,,yes,major,acidophilus,MGYG-HGUT-02379,EMG,1579
GCF_018252545.1,PRJNA720781,ASM1825254v1,Contig,na,SAMN18679498,2021-05-03,GCA_018252545.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_018252545.1,,yes,major,acidophilus,LA-G80,"Research and Development Center, Biogrowing Co., Ltd.",1579
GCF_001639165.1,PRJNA317797,ASM163916v1,Contig,na,SAMN04628015,2016-04-29,GCA_001639165.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_001639165.1,,yes,major,acidophilus,WG-LB-IV,Nanjing Agricultural University,1579
GCF_003062005.1,PRJNA336518,ASM306200v1,Contig,na,SAMN05583785,2018-04-14,GCA_003062005.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003062005.1,,yes,major,acidophilus,DS2_1A,USFDA,1579
GCF_000159715.1,PRJNA31477,ASM15971v1,Scaffold,na,SAMN00001471,2009-05-28,GCA_000159715.1,full,Lactobacillus,Lactobacillus acidophilus ATCC 4796 (firmicutes),GCF_000159715.1,,yes,major,acidophilus,ATCC 4796,Baylor College of Medicine,525306
GCF_000442865.1,PRJEB1530,LaCIRM442V1,Contig,na,SAMEA2272381,2013-07-12,GCA_000442865.1,full,Lactobacillus,Lactobacillus acidophilus CIRM-BIA 442 (firmicutes),GCF_000442865.1,,yes,major,acidophilus,CIRM-BIA 442,INRA STLO,1226677
GCF_000469765.1,PRJEB1531,LaCIRM445V1,Scaffold,na,SAMEA2272655,2013-08-27,GCA_000469765.1,full,Lactobacillus,Lactobacillus acidophilus CIRM-BIA 445 (firmicutes),GCF_000469765.1,,yes,major,acidophilus,CIRM-BIA 445,INRA STLO,1226678
GCF_001591845.1,PRJDB1353,ASM159184v1,Contig,na,SAMD00046914,2016-02-27,GCA_001591845.1,full,Lactobacillus,Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13 (firmicutes),GCF_001591845.1,,yes,major,acidophilus,NBRC 13951,National Institute of Technology and Evaluation,1423717
GCF_001433895.1,PRJNA222257,ASM143389v1,Scaffold,na,SAMN02369388,2015-11-06,GCA_001433895.1,full,Lactobacillus,Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13 (firmicutes),GCF_001433895.1,,yes,major,acidophilus,DSM 20079,Shanghai Majorbio,1423717
GCF_000469705.1,PRJEB1532,LaCIP7613V1,Scaffold,na,SAMEA2272342,2013-08-27,GCA_000469705.1,full,Lactobacillus,Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13 (firmicutes),GCF_000469705.1,,yes,major,acidophilus,CIP 76.13,INRA STLO,1423717
GCF_000442825.1,PRJEB1533,LaDSM20242V1,Contig,na,SAMEA2272474,2013-07-12,GCA_000442825.1,full,Lactobacillus,Lactobacillus acidophilus DSM 20242 (firmicutes),GCF_000442825.1,,yes,major,acidophilus,DSM 20242,INRA STLO,1226679
GCF_000469745.1,PRJEB1839,LaDSM9126V1,Scaffold,na,SAMEA2272239,2013-08-27,GCA_000469745.1,full,Lactobacillus,Lactobacillus acidophilus DSM 9126 (firmicutes),GCF_000469745.1,,yes,major,acidophilus,DSM 9126,INRA STLO,1226676
GCF_000389675.2,PRJNA196176,ASM38967v2,Complete Genome,na,SAMN02603216,2013-06-21,GCA_000389675.2,full,Lactobacillus,Lactobacillus acidophilus La-14 (firmicutes),GCF_000389675.2,Representative Genome,yes,major,acidophilus,La-14,DuPont,1314884
GCF_000011985.1,PRJNA82,ASM1198v1,Complete Genome,na,SAMN02603047,2007-11-01,GCA_000011985.1,full,Lactobacillus,Lactobacillus acidophilus NCFM (firmicutes),GCF_000011985.1,,yes,major,acidophilus,NCFM,Cal Poly. San Luis Obispo,272621
GCF_003641185.1,PRJNA494616,ASM364118v1,Complete Genome,na,SAMN10174879,2018-10-15,GCA_003641185.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003641185.1,Representative Genome,yes,major,pentosus,DSM 20314,Korea University,1589
GCF_002850015.1,PRJNA329412,ASM285001v1,Complete Genome,na,SAMN05412454,2018-01-03,GCA_002850015.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_002850015.1,,yes,major,pentosus,BGM48,UC Davis,1589
GCF_003627295.1,PRJNA392597,ASM362729v1,Complete Genome,na,SAMN07303442,2018-10-08,GCA_003627295.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003627295.1,,yes,major,pentosus,ZFM222,Zhejiang Gongshang University,1589
GCF_003627375.1,PRJNA392489,ASM362737v1,Complete Genome,na,SAMN07302932,2018-10-08,GCA_003627375.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003627375.1,,yes,major,pentosus,ZFM94,Zhejiang Gongshang University,1589
GCF_002211885.1,PRJNA391376,ASM221188v1,Complete Genome,na,SAMN07267280,2017-06-30,GCA_002211885.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_002211885.1,,yes,major,pentosus,SLC13,National Yang Ming University,1589
GCF_016804305.1,PRJNA563280,ASM1680430v1,Chromosome,na,SAMN12671278,2021-02-03,GCA_016804305.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_016804305.1,,yes,major,pentosus,MS031,Southwest University,1589
GCF_004354685.1,PRJNA434401,ASM435468v1,Scaffold,na,SAMN08556546,2019-03-18,GCA_004354685.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_004354685.1,,yes,major,pentosus,ATCC 8041,Carlsberg Research Laboratory,1589
GCF_009812415.1,PRJNA563274,ASM981241v1,Contig,na,SAMN12671269,2019-12-31,GCA_009812415.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_009812415.1,,yes,major,pentosus,DZ35,Southwest University,1589
GCF_001188985.1,PRJNA287739,ASM118898v1,Scaffold,na,SAMN03785590,2015-07-30,GCA_001188985.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_001188985.1,,yes,major,pentosus,FL0421,Huazhong Agriculture University,1589
GCF_020532005.1,PRJNA770818,ASM2053200v1,Contig,na,SAMN22237326,2021-10-19,GCA_020532005.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_020532005.1,,yes,major,pentosus,GPS1-6,Chandrakasem Rajabhat University,1589
GCF_018982875.1,PRJNA735894,ASM1898287v1,Scaffold,na,SAMN19601709,2021-06-21,GCA_018982875.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018982875.1,,yes,major,pentosus,O17,IGA Technology Services Srl,1589
GCF_009295675.1,PRJNA576968,ASM929567v1,Scaffold,na,SAMN13015363,2019-10-23,GCA_009295675.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_009295675.1,,yes,major,pentosus,krglsrbmofpi2,CSIR CFTRI,1589
GCF_018403455.1,PRJDB11289,ASM1840345v1,Contig,na,SAMD00284712,2021-04-05,GCA_018403455.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018403455.1,,yes,major,pentosus,AWA1501,"Iwahashi lab applied biological science, Gifu university",1589
GCF_017742275.1,PRJNA718066,ASM1774227v1,Scaffold,na,SAMN18521540,2021-04-03,GCA_017742275.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_017742275.1,,yes,major,pentosus,06B0048,Food Industry Research and Development Institute,1589
GCF_018991535.1,PRJNA674638,ASM1899153v1,Contig,na,SAMN18987059,2021-06-23,GCA_018991535.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991535.1,,yes,major,pentosus,7.8.2,USDA-ARS,1589
GCF_018991345.1,PRJNA674638,ASM1899134v1,Contig,na,SAMN18939723,2021-06-23,GCA_018991345.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991345.1,,yes,major,pentosus,1.2.13,USDA-ARS,1589
GCF_018991285.1,PRJNA674638,ASM1899128v1,Contig,na,SAMN18939715,2021-06-23,GCA_018991285.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991285.1,,yes,major,pentosus,1.2.11,USDA-ARS,1589
GCF_018993725.1,PRJNA674638,ASM1899372v1,Contig,na,SAMN18985901,2021-06-23,GCA_018993725.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993725.1,,yes,major,pentosus,3.2.36,USDA-ARS,1589
GCF_018993485.1,PRJNA674638,ASM1899348v1,Contig,na,SAMN18977487,2021-06-23,GCA_018993485.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993485.1,,yes,major,pentosus,7.2.23,USDA-ARS,1589
GCF_018993945.1,PRJNA674638,ASM1899394v1,Contig,na,SAMN19608333,2021-06-23,GCA_018993945.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993945.1,,yes,major,pentosus,1.8.9,USDA-ARS,1589
GCF_018993495.1,PRJNA674638,ASM1899349v1,Contig,na,SAMN18942672,2021-06-23,GCA_018993495.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993495.1,,yes,major,pentosus,3.2.37,USDA-ARS,1589
GCF_018991365.1,PRJNA674638,ASM1899136v1,Contig,na,SAMN18977394,2021-06-23,GCA_018991365.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991365.1,,yes,major,pentosus,1.2.7,USDA-ARS,1589
GCF_018993345.1,PRJNA674638,ASM1899334v1,Contig,na,SAMN18942671,2021-06-23,GCA_018993345.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993345.1,,yes,major,pentosus,3.8.24,USDA-ARS,1589
GCF_018991355.1,PRJNA674638,ASM1899135v1,Contig,na,SAMN18940221,2021-06-23,GCA_018991355.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991355.1,,yes,major,pentosus,1.8.6,USDA-ARS,1589
GCF_018993445.1,PRJNA674638,ASM1899344v1,Contig,na,SAMN18977471,2021-06-23,GCA_018993445.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993445.1,,yes,major,pentosus,7.2.15,USDA-ARS,1589
GCF_002751855.1,PRJNA343164,ASM275185v1,Contig,na,SAMN05717713,2017-11-03,GCA_002751855.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_002751855.1,,yes,major,pentosus,RI-031,ETH Zurich,1589
GCF_020181715.1,PRJNA729896,ASM2018171v1,Scaffold,na,SAMN19185297,2021-09-30,GCA_020181715.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_020181715.1,,yes,major,pentosus,L33,Democritus University of Thrace,1589
GCF_003702565.1,PRJNA492883,ASM370256v1,Scaffold,na,SAMN10112446,2018-10-30,GCA_003702565.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003702565.1,,yes,major,pentosus,IG12,Instituto de la Grasa-CSIC,1589
GCF_003702605.1,PRJNA492883,ASM370260v1,Scaffold,na,SAMN10112445,2018-10-30,GCA_003702605.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003702605.1,,yes,major,pentosus,IG11,Instituto de la Grasa-CSIC,1589
GCF_018069575.1,PRJNA721226,ASM1806957v1,Contig,na,SAMN18710967,2021-04-17,GCA_018069575.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018069575.1,,yes,major,pentosus,B8,sichuan university,1589
GCF_003702625.1,PRJNA492883,ASM370262v1,Scaffold,na,SAMN10112407,2018-10-30,GCA_003702625.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003702625.1,,yes,major,pentosus,IG8,Instituto de la Grasa-CSIC,1589
GCF_018991465.1,PRJNA674638,ASM1899146v1,Contig,na,SAMN18985902,2021-06-23,GCA_018991465.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991465.1,,yes,major,pentosus,7.8.46,USDA-ARS,1589
GCF_003702665.1,PRJNA492883,ASM370266v1,Scaffold,na,SAMN10112443,2018-10-30,GCA_003702665.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_003702665.1,,yes,major,pentosus,IG9,Instituto de la Grasa-CSIC,1589
GCF_018993625.1,PRJNA674638,ASM1899362v1,Contig,na,SAMN18985924,2021-06-23,GCA_018993625.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993625.1,,yes,major,pentosus,14.2.16,USDA-ARS,1589
GCF_018991425.1,PRJNA674638,ASM1899142v1,Contig,na,SAMN18985997,2021-06-23,GCA_018991425.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991425.1,,yes,major,pentosus,14.2.3,USDA-ARS,1589
GCF_018993665.1,PRJNA674638,ASM1899366v1,Contig,na,SAMN18987058,2021-06-23,GCA_018993665.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993665.1,,yes,major,pentosus,7.2.20,USDA-ARS,1589
GCF_018993275.1,PRJNA674638,ASM1899327v1,Contig,na,SAMN18938210,2021-06-23,GCA_018993275.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993275.1,,yes,major,pentosus,7.8.11,USDA-ARS,1589
GCF_018993525.1,PRJNA674638,ASM1899352v1,Contig,na,SAMN18982119,2021-06-23,GCA_018993525.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993525.1,,yes,major,pentosus,14.8.42,USDA-ARS,1589
GCF_018993585.1,PRJNA674638,ASM1899358v1,Contig,na,SAMN18942680,2021-06-23,GCA_018993585.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993585.1,,yes,major,pentosus,MU0445,USDA-ARS,1589
GCF_018993965.1,PRJNA674638,ASM1899396v1,Contig,na,SAMN19608004,2021-06-23,GCA_018993965.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018993965.1,,yes,major,pentosus,LA0445,USDA-ARS,1589
GCF_018991565.1,PRJNA674638,ASM1899156v1,Contig,na,SAMN18987094,2021-06-23,GCA_018991565.1,full,Lactiplantibacillus,Lactiplantibacillus pentosus (firmicutes),GCF_018991565.1,,yes,major,pentosus,3.8.45,USDA-ARS,1589
